taxonKey,taxonID,scientificName,taxonomicStatus,acceptedKey,acceptedName,acceptedTaxonRank,acceptedKingdom
160853318,74725,Doronicum orientale Hoffm.,ACCEPTED,3142967,Doronicum orientale Hoffm.,SPECIES,Plantae
160853319,74722,Dittrichia graveolens (L.) Greuter,ACCEPTED,3101193,Dittrichia graveolens (L.) Greuter,SPECIES,Plantae
160853320,74720,Dipsacus strigosus Willd.,ACCEPTED,7443846,Dipsacus strigosus Willd.,SPECIES,Plantae
160853321,74800,Erigeron annuus Pers.,ACCEPTED,3117449,Erigeron annuus (L.) Pers.,SPECIES,Plantae
160853322,74802,Erigeron annuus var. annuus,SYNONYM,3117449,Erigeron annuus (L.) Pers.,SPECIES,Plantae
160853323,74803,Erigeron canadensis L.,ACCEPTED,3146791,Erigeron canadensis L.,SPECIES,Plantae
160853324,74804,Erigeron primulifolius (Lam.) Greuter,ACCEPTED,4213288,Erigeron primulifolius (Lam.) Greuter,SPECIES,Plantae
160853325,74805,Erigeron speciosus DC.,ACCEPTED,3147146,Erigeron speciosus (Lindl.) DC.,SPECIES,Plantae
160853326,74806,Erigeron strigosus Muhl. ex Willd.,ACCEPTED,3146632,Erigeron strigosus Muhl. ex Willd.,SPECIES,Plantae
160853327,74801,Erigeron annuus subsp. septentrionalis (Fern. & Wieg.) Wagenitz,HETEROTYPIC_SYNONYM,3117449,Erigeron annuus (L.) Pers.,SPECIES,Plantae
160853328,74757,Eclipta prostrata L.,ACCEPTED,5384950,Eclipta prostrata (L.) L.,SPECIES,Plantae
160853329,74674,Dahlia pinnata Cav.,ACCEPTED,5387142,Dahlia ×pinnata Cav.,SPECIES,Plantae
160853330,74611,Cotula australis (Spreng.) Hook.f.,ACCEPTED,8542672,Cotula australis (Sieber ex Spreng.) Hook.fil.,SPECIES,Plantae
160853331,74620,Crepis biennis L.,ACCEPTED,5403531,Crepis biennis L.,SPECIES,Plantae
160853332,74622,Crepis foetida L.,ACCEPTED,5403470,Crepis foetida L.,SPECIES,Plantae
160853333,74621,Crepis capillaris (L.) Wallr.,ACCEPTED,5403304,Crepis capillaris (L.) Wallr.,SPECIES,Plantae
160853334,74624,Crepis nicaeensis Balbis,DOUBTFUL,7706146,Crepis nicaeensis Balb.,SPECIES,Plantae
160853335,74623,Crepis foetida subsp. rhoeadifolia (M.Bieb.) Celak.,ACCEPTED,5831060,Crepis foetida subsp. rhoeadifolia (M.Bieb.) Celak.,SUBSPECIES,Plantae
160853336,74626,Crepis tectorum L.,ACCEPTED,5403508,Crepis tectorum L.,SPECIES,Plantae
160853337,74625,Crepis setosa Haller f.,ACCEPTED,4245384,Crepis setosa Haller fil.,SPECIES,Plantae
160853338,74627,Crepis vesicaria L.,ACCEPTED,5403709,Crepis vesicaria L.,SPECIES,Plantae
160853339,74633,Croptilon divaricatum (Nutt.) Raf.,ACCEPTED,3139628,Croptilon divaricatum (Nutt.) Raf.,SPECIES,Plantae
160853340,75808,Symphyotrichum cordifolium (L.) G.L.Nesom,ACCEPTED,3151421,Symphyotrichum cordifolium (L.) G.L.Nesom,SPECIES,Plantae
160853341,74842,Eurybia divaricata (L.) G.L.Nesom,ACCEPTED,5396125,Eurybia divaricata (L.) G.L.Nesom,SPECIES,Plantae
160853342,74570,Coleostephus myconis (L.) Rchb.f.,ACCEPTED,3092083,Coleostephus myconis (L.) Rchb.fil.,SPECIES,Plantae
160853343,74602,Cosmos bipinnatus Cav.,ACCEPTED,3098912,Cosmos bipinnatus Cav.,SPECIES,Plantae
160853344,74603,Cota austriaca Sch.Bip.,ACCEPTED,5390636,Cota austriaca (Jacq.) Sch.Bip.,SPECIES,Plantae
160853345,74593,Coreopsis tinctoria Nutt.,ACCEPTED,3133950,Coreopsis tinctoria Nutt.,SPECIES,Plantae
160853346,74538,Cichorium intybus L.,ACCEPTED,5392252,Cichorium intybus L.,SPECIES,Plantae
160853347,74537,Cichorium endivia L.,ACCEPTED,5392243,Cichorium endivia L.,SPECIES,Plantae
160853348,74543,Cirsium echinus Hand.-Mazz.,SYNONYM,7987728,Cirsium echinus (M.Bieb.) Sch.Bip.,SPECIES,Plantae
160853349,74542,Cirsium arvense (L.) Scop.,ACCEPTED,3113414,Cirsium arvense (L.) Scop.,SPECIES,Plantae
160853350,74533,Chrysanthemum morifolium Ramat.,SYNONYM,3150767,Chrysanthemum ×morifolium Ramat. ex Hemsl.,SPECIES,Plantae
160853351,74546,Cirsium polivkae Podp.,SYNONYM,8099927,Cirsium ×soroksarense Wagner,SPECIES,Plantae
160853352,74547,Cirsium sextenum Auszerd ex Huter,SYNONYM,4224312,Cirsium ×boulayi E.G.Camus,SPECIES,Plantae
160853353,74544,Cirsium japonicum DC.,ACCEPTED,3112887,Cirsium japonicum Fisch. ex DC.,SPECIES,Plantae
160853354,74545,Cirsium moravicum Petr.,ACCEPTED,4220801,Cirsium ×moravicum Petr.,SPECIES,Plantae
160853355,74548,Cirsium tuberosum All.,ACCEPTED,3112651,Cirsium tuberosum (L.) All.,SPECIES,Plantae
160853356,74549,Cirsium vulgare (Savi) Ten.,ACCEPTED,3112801,Cirsium vulgare (Savi) Ten.,SPECIES,Plantae
160853357,74463,Catananche caerulea L.,ACCEPTED,3134867,Catananche caerulea L.,SPECIES,Plantae
160853358,74476,Centaurea extranea Beck ex Gugler,ACCEPTED,4253832,Centaurea ×extranea Beck ex Gugler,SPECIES,Plantae
160853359,74475,Centaurea diffusa Lam.,ACCEPTED,3128962,Centaurea diffusa Lam.,SPECIES,Plantae
160853360,74474,Centaurea cineraria L.,ACCEPTED,3128305,Centaurea cineraria L.,SPECIES,Plantae
160853361,74473,Centaurea calcitrapa L.,ACCEPTED,3128483,Centaurea calcitrapa L.,SPECIES,Plantae
160853362,74472,Centaurea benedicta (L.) L.,ACCEPTED,3127691,Centaurea benedicta (L.) L.,SPECIES,Plantae
160853363,74457,Carthamus lanatus Forssk.,,,Carthamus lanatus Forssk.,,
160853364,74453,Carduus leptocephalus Peterm.,ACCEPTED,3114689,Carduus ×leptocephalus Peterm.,SPECIES,Plantae
160853365,74454,Carduus orthocephalus Wallr.,ACCEPTED,3114536,Carduus ×orthocephalus Wallr.,SPECIES,Plantae
160853366,74451,Carduus acanthoides L.,ACCEPTED,3114643,Carduus acanthoides L.,SPECIES,Plantae
160853367,74452,Carduus crispus Guirao ex Nyman,DOUBTFUL,7769342,"Carduus crispus Guirão ex Nyman, 1879",SPECIES,Plantae
160853368,74458,Carthamus tinctorius L.,ACCEPTED,3138327,Carthamus tinctorius L.,SPECIES,Plantae
160853369,74481,Centaurea melitensis L.,ACCEPTED,3128091,Centaurea melitensis L.,SPECIES,Plantae
160853370,74482,Centaurea nigra L.,ACCEPTED,3128225,Centaurea nigra L.,SPECIES,Plantae
160853371,74483,Centaurea nigrescens Willd.,ACCEPTED,3128228,Centaurea nigrescens Willd.,SPECIES,Plantae
160853372,74484,Centaurea solstitialis L.,ACCEPTED,3128888,Centaurea solstitialis L.,SPECIES,Plantae
160853373,74114,Achillea filipendulina Lam.,ACCEPTED,3120284,Achillea filipendulina Lam.,SPECIES,Plantae
160853374,74113,Achillea arabica Kotschy.,ACCEPTED,3120275,Achillea arabica Kotschy,SPECIES,Plantae
160853375,74120,Ã—Conyzigeron huelsenii (Vatke) Rauschert,,,Ã—Conyzigeron huelsenii (Vatke) Rauschert,,
160853376,74141,Ageratum houstonianum Mill.,ACCEPTED,5401760,Ageratum houstonianum Mill.,SPECIES,Plantae
160853377,74140,Ageratina altissima (L.) R.M.King & H.Rob.,ACCEPTED,5400552,Ageratina altissima (L.) R.M.King & H.Rob.,SPECIES,Plantae
160853378,74209,Ammobium alatum R.Br.,ACCEPTED,3133446,Ammobium alatum R.Br.,SPECIES,Plantae
160853379,74199,Ambrosia polystachya DC.,ACCEPTED,3110593,Ambrosia polystachya DC.,SPECIES,Plantae
160853380,74200,Ambrosia psilostachya DC.,ACCEPTED,3110686,Ambrosia psilostachya DC.,SPECIES,Plantae
160853381,74201,Ambrosia trifida L.,ACCEPTED,3110588,Ambrosia trifida L.,SPECIES,Plantae
160853382,74219,Anaphalis margaritacea Benth. & Hook.f.,ACCEPTED,4926336,Anaphalis margaritacea (L.) Benth.,SPECIES,Plantae
160853383,74214,Anacyclus clavatus Pers.,ACCEPTED,3148589,Anacyclus clavatus (Desf.) Pers.,SPECIES,Plantae
160853384,74232,Anthemis arvensis L.,ACCEPTED,3102781,Anthemis arvensis L.,SPECIES,Plantae
160853385,74275,Artemisia absinthium L.,ACCEPTED,3121319,Artemisia absinthium L.,SPECIES,Plantae
160853386,74272,Arnoseris minima (L.) Schweigg. & Korte,ACCEPTED,3087403,Arnoseris minima (L.) Schweigg. & Körte,SPECIES,Plantae
160853387,74264,Arctotheca calendula (L.) Levyns,ACCEPTED,3114986,Arctotheca calendula (L.) Levyns,SPECIES,Plantae
160853388,74263,Arctium tomentosum Mill.,ACCEPTED,5393080,Arctium tomentosum Mill.,SPECIES,Plantae
160853389,74262,Arctium nothum (Ruhmer) J.Weiss,DOUBTFUL,5393084,Arctium ×nothum (Ruhmer) J.Weiss,SPECIES,Plantae
