taxonKey,taxonID,scientificName,kingdom,taxonRank
152543370,https://www.gbif.org/species/4925890,Acer tataricum subsp. ginnala (Maxim.) Wesm.,Plantae,SUBSPECIES
152543372,https://www.gbif.org/species/2431886,"Triturus marmoratus (Latreille, 1800)",Animalia,SPECIES
152543377,https://www.gbif.org/species/5216933,"Rhinella marina (Linnaeus, 1758)",Animalia,SPECIES
152543379,https://www.gbif.org/species/3189883,Acer rubrum L.,Plantae,SPECIES
152543380,https://www.gbif.org/species/3189866,Acer negundo L.,Plantae,SPECIES
152543382,https://www.gbif.org/species/3189837,Acer saccharinum L.,Plantae,SPECIES
152543383,https://www.gbif.org/species/5217334,"Xenopus laevis (Daudin, 1802)",Animalia,SPECIES
152543388,https://www.gbif.org/species/2427091,"Lithobates catesbeianus (Shaw, 1802)",Animalia,SPECIES
152543390,https://www.gbif.org/species/2426661,"Pelophylax ridibundus (Pallas, 1771)",Animalia,SPECIES
152543391,https://www.gbif.org/species/3189828,Aesculus parviflora Walter,Plantae,SPECIES
152543392,https://www.gbif.org/species/2426640,"Pelophylax bedriagae (Camerano, 1882)",Animalia,SPECIES
152543393,https://www.gbif.org/species/3189815,Aesculus hippocastanum L.,Plantae,SPECIES
152543399,https://www.gbif.org/species/3188711,Ammannia coccinea Rottb.,Plantae,SPECIES
152543401,https://www.gbif.org/species/3989886,Lythrum acutangulum Lag.,Plantae,SPECIES
152543404,https://www.gbif.org/species/3988701,Lythrum junceum Banks & Sol.,Plantae,SPECIES
152543405,https://www.gbif.org/species/3188735,Lythrum virgatum L.,Plantae,SPECIES
152543406,https://www.gbif.org/species/5203111,"Umbra pygmaea (DeKay, 1842)",Animalia,SPECIES
152543409,https://www.gbif.org/species/3188757,Trapa natans L.,Plantae,SPECIES
152543413,https://www.gbif.org/species/7161168,Lopezia racemosa Cav.,Plantae,SPECIES
152543416,https://www.gbif.org/species/7814921,Clarkia bottae (Spach) F.H.Lewis & M.E.Lewis,Plantae,SPECIES
152543417,https://www.gbif.org/species/4285694,"Oreochromis niloticus (Linnaeus, 1758)",Animalia,SPECIES
