taxonKey,taxonID,scientificName,kingdom,taxonRank
160884103,86742,Ficus carica L.,Plantae,SPECIES
160884104,86934,"Plagiolepis obscuriscapa Santschi, 1923",Animalia,SPECIES
160884105,86601,Broussonetia papyrifera (L.) L'Hér. ex Vent.,Plantae,SPECIES
160884106,86857,"Monomorium pharaonis (Linnaeus, 1758)",Animalia,SPECIES
160884108,86783,"Hypoponera punctatissima (Roger, 1859)",Animalia,SPECIES
160884110,86809,"Lasius neglectus Van Loon, Boomsma & Andrasfalvy, 1990",Animalia,SPECIES
160884111,86918,Phacelia tanacetifolia Benth.,Plantae,SPECIES
160884114,86604,"Bruchophagus sophorae Crosby & Crosby, 1929",Animalia,SPECIES
160884115,86765,Heliotropium curassavicum L.,Plantae,SPECIES
160884118,86554,"Aproceros leucopoda Takeuchi, 1939",Animalia,SPECIES
160884119,86875,Nonea lutea (Desr.) DC.,Plantae,SPECIES
160884121,86592,Borago officinalis L.,Plantae,SPECIES
160884122,86714,"Encarsia formosa Gahan, 1924",Animalia,SPECIES
160884124,86552,"Aphytis mytilaspidis (Le Baron, 1870)",Animalia,SPECIES
160884127,86569,Asperula orientalis Boiss. & Hohen.,Plantae,SPECIES
160884130,86877,"Obolodiplosis robiniae (Haldeman, 1847)",Animalia,SPECIES
160884131,87104,Vinca major L.,Plantae,SPECIES
160884132,86568,Asclepias syriaca L.,Plantae,SPECIES
160884135,86509,"Aedes albopictus (Skuse, 1894)",Animalia,SPECIES
2873995,86560,Isotrema macrophyllum (Lam.) C.F.Reed,Plantae,SPECIES
160884141,87086,"Trioza neglecta Loginova, 1978",Animalia,SPECIES
160884144,86972,Reseda odorata L.,Plantae,SPECIES
160884145,86964,"Pulvinaria floccifera (Westwood, 1870)",Animalia,SPECIES
160884146,86971,Reseda alba L.,Plantae,SPECIES
160884147,86908,"Parthenolecanium fletcheri (Cockerell, 1893)",Animalia,SPECIES
160884150,87036,Sisymbrium volgense M.Bieb. ex E.Fourn.,Plantae,SPECIES
160884151,86937,"Podisus maculiventris (Say, 1832)",Animalia,SPECIES
160884152,87034,Sisymbrium austriacum Jacq.,Plantae,SPECIES
160884154,87035,Sisymbrium irio L.,Plantae,SPECIES
160884155,87033,Sinapis alba L.,Plantae,SPECIES
160884156,87075,"Tinocallis saltans (Nevsky, 1929)",Animalia,SPECIES
160884157,86969,Raphanus sativus L.,Plantae,SPECIES
160884158,86864,"Myzocallis walshii (Monell, 1879)",Animalia,SPECIES
160884159,86968,Raphanus raphanistrum L.,Plantae,SPECIES
160884161,86835,Matthiola longipetala (Vent.) DC.,Plantae,SPECIES
160884162,86816,"Leptoglossus occidentalis Heidemann, 1910",Animalia,SPECIES
160884163,86821,Lunaria annua L.,Plantae,SPECIES
160884165,86819,Lobularia maritima (L.) Desv.,Plantae,SPECIES
160884166,86849,"Metcalfa pruinosa (Say, 1830)",Animalia,SPECIES
160884167,86814,Lepidium virginicum L.,Plantae,SPECIES
