taxonKey,taxonID,scientificName,taxonomicStatus,acceptedKey,acceptedName,acceptedTaxonRank,acceptedKingdom
148717605,26199,"Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",ACCEPTED,2237923,"Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",SPECIES,Animalia
148717606,25410,"Chrysonephos lewisii (W.R.Taylor) W.R.Taylor, 1952",ACCEPTED,3195298,"Chrysonephos lewisii (W.R.Taylor) W.R.Taylor, 1952",SPECIES,Chromista
148717614,26527,"Skeletonema tropicum Cleve, 1900",ACCEPTED,3193373,"Skeletonema tropicum Cleve, 1900",SPECIES,Chromista
148717615,26018,"Mnemiopsis leidyi A.Agassiz, 1865",ACCEPTED,2501248,"Mnemiopsis leidyi A.Agassiz, 1865",SPECIES,Animalia
148717622,26094,"Oculina patagonica de Angelis, 1908",ACCEPTED,5184825,"Oculina patagonica de Angelis D'Ossat, 1908",SPECIES,Animalia
148717623,26368,"Pseudo-nitzschia multistriata (Takano) Takano, 1995",ACCEPTED,4377087,"Pseudo-nitzschia multistriata (Takano) Takano, 1995",SPECIES,Chromista
148717627,25376,Chaetoceros bacteriastroides Karsten,ACCEPTED,4275372,Chaetoceros bacteriastroides Karsten,SPECIES,Chromista
148717631,25553,"Diadumene lineata (Verrill, 1869)",ACCEPTED,4283395,"Diadumene lineata (Verrill, 1869)",SPECIES,Animalia
148717632,25552,"Diadumene cincta Stephenson, 1925",ACCEPTED,2257924,"Diadumene cincta Stephenson, 1925",SPECIES,Animalia
148717636,26681,Undaria pinnatifida (Harv.) Suringar,ACCEPTED,5422556,Undaria pinnatifida (Harv.) Suringar,SPECIES,Chromista
148717640,26408,"Rhopilema nomadica Galil, 1990",ACCEPTED,2264597,"Rhopilema nomadica Galil, Spanier & Ferguson, 1990",SPECIES,Animalia
148717642,26181,Padina boergesenii Allender & Kraft,ACCEPTED,3200195,Padina boergesenii Allender & Kraft,SPECIES,Chromista
148717644,26266,"Phyllorhiza punctata Lendenfeld, 1884",ACCEPTED,2264530,"Phyllorhiza punctata von Lendenfeld, 1884",SPECIES,Animalia
148717647,26486,Scytosiphon dotyi Wynne,ACCEPTED,5422829,"Scytosiphon dotyi M.J.Wynne, 1969",SPECIES,Chromista
148717650,25433,Colpomenia peregrina Sauv.,ACCEPTED,3197970,Colpomenia peregrina Sauv.,SPECIES,Chromista
148717654,26221,"Pelagia benovici Piraino, Aglieri, Scorrano & Boero, 2014",SYNONYM,9237565,"Mawia benovici (Piraino, Aglieri, Scorrano & Boero, 2014)",SPECIES,Animalia
148717657,25905,Leathesia marina (Lyngb.) Decne.,ACCEPTED,7627628,Leathesia marina (Lyngb.) Decne.,SPECIES,Chromista
148717658,25777,"Halothrix lumbricalis (KÃ¼tzing) Reinke, 1888",ACCEPTED,3198401,"Halothrix lumbricalis (Kützing) Reinke, 1888",SPECIES,Chromista
148717659,25225,"Aurelia coerulea von Lendenfeld, 1884",ACCEPTED,5185431,"Aurelia coerulea von Lendenfeld, 1884",SPECIES,Animalia
148717660,25272,Botrytella parva,ACCEPTED,3198843,Botrytella parva (Takamatsu) H.S.Kim,SPECIES,Chromista
148717661,25226,"Aurelia solida Browne, 1905",ACCEPTED,5185429,"Aurelia solida Browne, 1905",SPECIES,Animalia
148717666,26470,Sargassum muticum (Yendo) Fensholt,ACCEPTED,3197314,Sargassum muticum (Yendo) Fensholt,SPECIES,Chromista
148717668,26484,"Scolionema suvaense (Agassiz & Mayer, 1899)",ACCEPTED,5185790,"Scolionema suvaense (Agassiz & Mayer, 1899)",SPECIES,Animalia
148717670,25758,"Gonionemus vertens A.Agassiz, 1862",ACCEPTED,2266754,"Gonionemus vertens A.Agassiz, 1862",SPECIES,Animalia
148717671,25208,Ascophyllum nodosum (L.) Le Jol.,ACCEPTED,3196524,Ascophyllum nodosum (L.) Le Jol.,SPECIES,Chromista
148717672,25465,Craspedacusta sowerbyi Lancaster,,,Craspedacusta sowerbyi Lancaster,,
148717677,26020,"Moerisia inkermanica Paltschikowa-Ostroumowa, 1925",ACCEPTED,2265573,"Moerisia inkermanica Paltschikowa-Ostroumowa, 1925",SPECIES,Animalia
148717679,25740,"Garveia franciscana (Torrey, 1902)",SYNONYM,2266546,"Calyptospadix cerulea Clarke, 1882",SPECIES,Animalia
148717682,25675,"Eudendrium carneum Clarke, 1882",ACCEPTED,2266125,"Eudendrium carneum Clarke, 1882",SPECIES,Animalia
148717684,25676,"Eudendrium merulum Watson, 1985",ACCEPTED,2266154,"Eudendrium merulum Watson, 1985",SPECIES,Animalia
148717685,25173,Aphanomyces astaci Schikora,ACCEPTED,3202936,Aphanomyces astaci Schikora,SPECIES,Chromista
148717688,25443,"Cordylophora caspia (Pallas, 1771)",ACCEPTED,2266009,"Cordylophora caspia (Pallas, 1771)",SPECIES,Animalia
148717693,25452,"Coryne eximia Allman, 1859",ACCEPTED,5185697,"Coryne eximia Allman, 1859",SPECIES,Animalia
148717694,26160,Ostreopsis ovata Fukuyo,ACCEPTED,3206034,Ostreopsis ovata Fukuyo,SPECIES,Chromista
148717698,25078,Alexandrium pacificum Litaker,ACCEPTED,7705294,"Alexandrium pacificum R.W.Litaker, 2014",SPECIES,Chromista
148717699,25422,"Clytia hummelincki (Leloup, 1935)",SYNONYM,11553363,"Clytia brevithecata (Thornely, 1900)",SPECIES,Animalia
148717703,25423,"Clytia linearis (Thorneley, 1900)",ACCEPTED,5186058,"Clytia linearis (Thorneley, 1900)",SPECIES,Animalia
148717704,25424,"Clytia mccradyi (Brooks, 1888)",ACCEPTED,5186030,"Clytia mccradyi (Brooks, 1888)",SPECIES,Animalia
148717706,25413,"Cirrholovenia tetranema Kramp, 1959",ACCEPTED,2267186,"Cirrholovenia tetranema Kramp, 1959",SPECIES,Animalia
148717709,26682,Uronema marinum Womersley,ACCEPTED,2639786,Uronema marinum Womersley,SPECIES,Plantae
148717712,25144,"Amphogona pusilla Hartlaub, 1909",ACCEPTED,2269521,"Amphogona pusilla Hartlaub, 1909",SPECIES,Animalia
148717720,26677,Ulva ohnoi,ACCEPTED,5273336,Ulva ohnoi M.Hiraoka & S.Shimada,SPECIES,Plantae
148717721,26676,Ulva californica Wille,ACCEPTED,5273393,Ulva californica Wille,SPECIES,Plantae
148717722,26215,"Passalurus nonannulatus Skinker, 1931",ACCEPTED,7026789,"Passalurus nonanulatus Skinker, 1931",SPECIES,Animalia
148717725,26674,Ulva australis Aresch.,ACCEPTED,5273420,Ulva australis Aresch.,SPECIES,Plantae
148717728,26655,Trichostrongylus affinis,,,Trichostrongylus affinis,,
148717729,26678,"Ulvaria obscura (KÃ¼tzing) Gayral ex Bliding, 1969",ACCEPTED,7716234,Ulvaria obscura (Kützing) Gayral ex Bliding,SPECIES,Plantae
148717731,26656,"Trichostrongylus calcaratus Ransom, 1911",ACCEPTED,4559202,"Trichostrongylus calcaratus Ransom, 1911",SPECIES,Animalia
148717733,25426,Codium fragile subsp. fragile,ACCEPTED,7230558,Codium fragile subsp. fragile,SUBSPECIES,Plantae
148717734,26092,"Obeliscoides cuniculi (Graybill, 1923)",ACCEPTED,4559186,"Obeliscoides cuniculi (Graybill, 1923)",SPECIES,Animalia
148717738,26578,Strongyloides callosciureus,,,Strongyloides callosciureus,,
148717739,26579,Strongyloides robustus,,,Strongyloides robustus,,
148717742,25339,"Caulerpa racemosa var. cylindracea (Sonder) Verlaque, Huisman & Boudouresque, 2003",SYNONYM,2643131,"Caulerpa cylindracea Sonder, 1845",SPECIES,Plantae
148717743,25340,Caulerpa taxifolia (M.Vahl) C.Agardh,ACCEPTED,2643172,Caulerpa taxifolia (M.Vahl) C.Agardh,SPECIES,Plantae
148717744,26155,Oscheius tipulae,ACCEPTED,10542342,"Oscheius tipulae (Lam & Webster, 1971)",SPECIES,Animalia
148717748,26002,"Meloidogyne graminicola Golden & Birchfield, 1965",ACCEPTED,7024740,"Meloidogyne graminicola Golden & Birchfield, 1965",SPECIES,Animalia
148717753,26384,"Pyropia yezoensis (Ueda) M.S.Hwang & H.G.Choi, 2011",ACCEPTED,7713874,"Pyropia yezoensis (Ueda) M.S.Hwang & H.G.Choi, 2011",SPECIES,Plantae
148717756,25153,"Anguillicoloides novaezelandiae (Moravec & Taraschewski, 1988)",SYNONYM,2284450,"Anguillicola novaezelandiae Moravec & Tcharaschewsky, 1988",SPECIES,Animalia
148717759,25152,"Anguillicoloides crassus (Kuwahara, Niimi & Itagaki, 1974) Moravec & Taraschewski, 1988",SYNONYM,4346612,"Anguillicola crassus Kuwahara, Niimi & Itagaki, 1974",SPECIES,Animalia
148717762,26317,"Plocamium secundatum (KÃ¼tzing) KÃ¼tzing, 1866",ACCEPTED,5278569,"Plocamium secundatum (Kütz.) Kütz., 1866",SPECIES,Plantae
148717767,25764,Grateloupia yinggehaiensis H.W.Wang et R.X.Luan,,,Grateloupia yinggehaiensis H.W.Wang et R.X.Luan,,
148717769,25763,Grateloupia turuturu Yamada,ACCEPTED,2658889,Grateloupia turuturu Yamada,SPECIES,Plantae
148717770,26300,"Piscicola geometra (Linnaeus, 1761)",ACCEPTED,5193997,"Piscicola geometra (Linnaeus, 1761)",SPECIES,Animalia
148717774,25760,Gracilaria vermiculophylla (Ohmi) Papenfuss,ACCEPTED,5278964,Gracilaria vermiculophylla (Ohmi) Papenfuss,SPECIES,Plantae
148717776,26011,"Microscolex dubius (Fletcher, 1887)",ACCEPTED,2307727,"Microscolex dubius (Fletcher, 1887)",SPECIES,Animalia
148717779,26012,"Microscolex phosphoreus (DugÃ¨s, 1837)",ACCEPTED,2307726,"Microscolex phosphoreus (Dugès, 1837)",SPECIES,Animalia
148717781,25951,Lomentaria hakodatensis Yendo,ACCEPTED,2663587,Lomentaria hakodatensis Yendo,SPECIES,Plantae
148717782,25606,"Eisenia fetida (Savigny, 1826)",ACCEPTED,5815560,"Eisenia fetida (Savigny, 1826)",SPECIES,Animalia
148717784,25271,Botryocladia madagascariensis,ACCEPTED,2663181,"Botryocladia madagascariensis G.Feldmann, 1945",SPECIES,Plantae
148717789,25224,"Audouinella codicola (BÃ¸rgesen) Garbary, 1979",SYNONYM,5278525,"Colaconema codicola (Børgesen) Stegenga, J.J.Bolton & R.J.Anderson",SPECIES,Plantae
148717790,26730,"Xironogiton victoriensis Gelder & Hall, 1990",ACCEPTED,2307544,"Xironogiton victoriensis Gelder & Hall, 1990",SPECIES,Animalia
148717793,25306,"Cambarincola mesochoreus Hoffman, 1963",ACCEPTED,8256670,"Cambarincola mesochoreus Hoffman, 1963",SPECIES,Animalia
148717794,25268,Bonnemaisonia hamifera Hariot,ACCEPTED,2668884,Bonnemaisonia hamifera Hariot,SPECIES,Plantae
148717795,25210,Asparagopsis taxiformis (Delile) Trevis.,ACCEPTED,5279834,Asparagopsis taxiformis (Delile) Trevis.,SPECIES,Plantae
148717797,25209,Asparagopsis armata Harv.,ACCEPTED,5279840,Asparagopsis armata Harv.,SPECIES,Plantae
148717801,26093,"Ocnerodrilus occidentalis Eisen, 1878",ACCEPTED,4410231,"Ocnerodrilus occidentalis Eisen, 1878",SPECIES,Animalia
148717802,25840,Hypnea cornuta (KÃ¼tz.) J.Agardh,ACCEPTED,2668348,Hypnea cornuta (Kütz.) J.Agardh,SPECIES,Plantae
148717804,26027,"Monopylephorus limosus (Hatai, 1898)",ACCEPTED,4410150,"Monopylephorus limosus (Hatai, 1898)",SPECIES,Animalia
148717805,25841,Hypnea flexicaulis,ACCEPTED,2668328,"Hypnea flexicaulis Y.Yamagishi & M.Masuda, 2000",SPECIES,Plantae
148717806,25842,Hypnea spinella (C.Agardh) KÃ¼tz.,,,Hypnea spinella (C.Agardh) KÃ¼tz.,,
148717807,25843,Hypnea valentiae,ACCEPTED,2668329,Hypnea valentiae,SPECIES,Plantae
148717809,26546,Solieria filiformis (KÃ¼tz.) P.W.Gabrielson,ACCEPTED,5279613,Solieria filiformis (Kütz.) P.W.Gabrielson,SPECIES,Plantae
148717810,25279,"Branchiura sowerbyi Beddard, 1892",ACCEPTED,2308574,"Branchiura sowerbyi Beddard, 1892",SPECIES,Animalia
148717811,25048,Agardhiella subulata (C.Agardh) Kraft & M.J.Wynne,ACCEPTED,5279568,Agardhiella subulata (C.Agardh) Kraft & M.J.Wynne,SPECIES,Plantae
148717815,25240,"Barbronia weberi (Blanchard, 1897)",ACCEPTED,2307447,"Barbronia weberi (Blanchard, 1897)",SPECIES,Animalia
148717819,25146,"Amynthas corticis (Kinberg, 1867)",ACCEPTED,2307610,"Amynthas corticis (Kinberg, 1866)",SPECIES,Animalia
148717821,26552,Spermothamnion cymosum Harv.,,,Spermothamnion cymosum Harv.,,
148717823,25765,Griffithsia corallinoides (Linnaeus) Trevisan,ACCEPTED,2657564,Griffithsia corallinoides (L.) Trevis.,SPECIES,Plantae
148717826,25809,Heterosiphonia japonica,SYNONYM,7682935,Dasysiphonia japonica (Yendo) H.-S.Kim,SPECIES,Plantae
148717827,26351,"Prionospio pygmaeus Hartman, 1961",SYNONYM,2320617,"Apoprionospio pygmaea (Hartman, 1961)",SPECIES,Animalia
148717828,25537,Dasysiphonia japonica (Yendo) H.-S.Kim,ACCEPTED,7682935,Dasysiphonia japonica (Yendo) H.-S.Kim,SPECIES,Plantae
148717829,26330,"Polydora colonia Moore, 1907",ACCEPTED,5197715,"Polydora colonia Moore, 1907",SPECIES,Animalia
148717833,26052,"Naineris setosa (Verrill, 1900)",ACCEPTED,2320028,"Naineris setosa (Verrill, 1900)",SPECIES,Animalia
148717834,26723,"Womersleyella setacea (Hollenberg) R.E.Norris, 1992",ACCEPTED,5277463,Womersleyella setacea (Hollenberg) R.E.Norris,SPECIES,Plantae
148717837,26588,"Symphyocladia marchantioides (Harvey) Falkenberg, 1897",ACCEPTED,2661325,Symphyocladia marchantioides (Harv.) Falkenb.,SPECIES,Plantae
148717838,26087,"Notomastus aberans Day, 1957",ACCEPTED,2318080,"Notomastus aberans Day, 1957",SPECIES,Animalia
148717839,26335,Polysiphonia paniculata Mont.,ACCEPTED,5277838,Polysiphonia paniculata,SPECIES,Plantae
148717840,26333,Polysiphonia atlantica Kapraun & J.N.Norris,ACCEPTED,5277654,Polysiphonia atlantica Kapraun & J.N.Norris,SPECIES,Plantae
148717841,26334,"Polysiphonia morrowii Harvey, 1857",ACCEPTED,5277734,Polysiphonia morrowii Harv.,SPECIES,Plantae
148717842,25992,"Mediomastus capensis Day, 1961",ACCEPTED,2318054,"Mediomastus capensis Day, 1961",SPECIES,Animalia
148717843,26183,Palisada maris-rubri,,,Palisada maris-rubri,,
148717844,26156,"Osmundea oederi (Gunnerus) G.Furnari, 2008",ACCEPTED,4376014,Osmundea oederi (Gunnerus) G.Furnari,SPECIES,Plantae
148717845,26068,"Neopseudocapitella brasiliensis Rullier & Amoureux, 1979",ACCEPTED,2318164,"Neopseudocapitella brasiliensis Rullier & Amoureux, 1979",SPECIES,Animalia
148717846,25907,"Leiochrides australis Augener, 1914",ACCEPTED,2318138,"Leiochrides australis Augener, 1914",SPECIES,Animalia
148717847,26070,"Neosiphonia harveyi (J.W.Bailey) M.-S.Kim, H.-G.Choi, Guiry & G.W.Saunders",HOMOTYPIC_SYNONYM,9738520,Melanothamnus harveyi (Bailey) Diaz-Tapia & Maggs,SPECIES,Plantae
148717850,25997,Melanothamnus harveyi (Bailey) DÃ­az-Tapia & Maggs,,,Melanothamnus harveyi (Bailey) DÃ­az-Tapia & Maggs,,
148717851,26088,"Notopygos crinita Grube, 1855",ACCEPTED,2317620,"Notopygos crinita Grube, 1855",SPECIES,Animalia
148717852,25903,Laurencia caduciramulosa Masuda & Kawag.,ACCEPTED,2660959,Laurencia caduciramulosa Masuda & Kawag.,SPECIES,Plantae
148717853,25956,"Lophocladia lallemandii (Mont.) F.Schmitz, 1893",ACCEPTED,2659723,"Lophocladia lallemandii (Mont.) F.Schmitz, 1893",SPECIES,Plantae
148717854,25396,Chondria curvilineata Collins & Herv.,ACCEPTED,5279751,Chondria curvilineata Collins & Herv.,SPECIES,Plantae
148717855,25934,"Linopherus canariensis Langerhans, 1881",ACCEPTED,2317532,"Linopherus canariensis Langerhans, 1881",SPECIES,Animalia
148717856,25397,Chondria polyrhiza F.S.Collins & Hervey,ACCEPTED,5279753,Chondria polyrhiza F.S.Collins & Hervey,SPECIES,Plantae
148717857,25398,Chondria pygmaea Garbary & Vandermeulen,ACCEPTED,5279795,"Chondria pygmaea Garbary & Vandermeulen, 1990",SPECIES,Plantae
