taxonKey,nubKey,taxonID,scientificName,kingdom,taxonRank
148731578,2501277,38268,"Vallicula multiformis Rankin, 1956",Animalia,SPECIES
148731581,2501248,37879,"Mnemiopsis leidyi A.Agassiz, 1865",Animalia,SPECIES
148731584,7547545,37941,"Ostreopsis siamensis Schmidt, 1901",Chromista,SPECIES
148731586,3206034,37940,Ostreopsis ovata Fukuyo,Chromista,SPECIES
148731590,4412136,38057,"Protopolystoma xenopodis (Price, 1943) Bychowsky, 1957",Animalia,SPECIES
148731593,5233598,37721,"Gyrodactylus salaris Malmberg, 1957",Animalia,SPECIES
148731594,8301674,37717,"Gymnodinium catenatum Graham, 1943",Chromista,SPECIES
148731597,4343705,38068,"Pseudodactylogyrus bini (Kikuchi, 1929)",Animalia,SPECIES
148731598,7663726,37718,"Gymnodinium microreticulatum Bolch & Hallegraeff, 1999",Chromista,SPECIES
148731599,4343706,38067,"Pseudodactylogyrus anguillae (Yin & Sproston, 1948) Gusev, 1965",Animalia,SPECIES
148731601,4412372,37561,"Dactylogyrus anchoratus (Dujardin, 1845) Wagener, 1857",Animalia,SPECIES
148731610,2237923,37957,"Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",Animalia,SPECIES
148731611,4377087,38069,"Pseudo-nitzschia multistriata (Takano) Takano, 1995",Chromista,SPECIES
148731618,5422556,38267,Undaria pinnatifida (Harv.) Suringar,Chromista,SPECIES
148731619,2242928,37568,"Desmacella meliorata Wiedenmayer, 1977",Animalia,SPECIES
148731622,3197314,38133,Sargassum muticum (Yendo) Fensholt,Chromista,SPECIES
148731630,3197869,37995,Petalonia binghamiae (J.Agardh) K.L.Vinogr.,Chromista,SPECIES
148731632,3197970,37497,Colpomenia peregrina Sauv.,Chromista,SPECIES
148731637,5181275,37524,"Crambe crambe (Schmidt, 1862)",Animalia,SPECIES
12176228,5273385,38266,Ulva spec Areschoug,Plantae,SPECIES
148731646,2643288,37723,Halimeda incrassata (J.Ellis) J.V.Lamour.,Plantae,SPECIES
148731650,7230558,37494,Codium fragile subsp. fragile,Plantae,SUBSPECIES
148731652,2642947,37467,Caulerpa webbiana Mont.,Plantae,SPECIES
148731653,2308574,37419,"Branchiura sowerbyi Beddard, 1892",Animalia,SPECIES
148731654,2643011,37466,Caulerpa prolifera (Forssk.) J.V.Lamour.,Plantae,SPECIES
