taxonKey,nubKey,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source
160879630,7540164,LI,present,introduced,,,,
160879635,2469188,LI,present,introduced,,,,
160879639,2426661,LI,present,introduced,,,,
160879643,5218786,LI,present,introduced,,,,
160879646,5219858,LI,present,introduced,,,,
160879650,5204019,LI,present,introduced,,,,
160879653,2366634,LI,present,introduced,,,,
160879654,9209900,LI,present,introduced,,,,
160879658,9752149,LI,present,introduced,,,,
160879661,9310871,LI,present,introduced,,,,
160879664,2498015,LI,present,introduced,,,,
160879665,2498343,LI,present,introduced,,,,
160879666,2498388,LI,present,introduced,,,,
160879667,2498252,LI,present,introduced,invasive,,,
160879672,2188249,LI,present,introduced,,,,
160879676,4485843,LI,present,introduced,,,,
160879679,4989904,LI,present,introduced,,,,
160879682,1749449,LI,present,introduced,,,,
160879685,5073820,LI,present,introduced,,,,
160879687,7346173,LI,present,introduced,,,,
160879688,1651430,LI,doubtful,introduced,,,,
160879694,8313437,LI,present,introduced,,,,
7898828,7898828,LI,present,introduced,,,,
160879701,2535598,LI,present,introduced,,,,
160879704,5239483,LI,present,introduced,,,,
160879715,5281901,LI,present,introduced,,,,
160879720,2684178,LI,present,introduced,,,,
160879722,2685796,LI,present,introduced,,,,
160879723,5284982,LI,present,introduced,,,,
160879727,5296097,LI,present,introduced,,,,
160879729,2781074,LI,present,introduced,,,,
160879732,2865448,LI,present,introduced,invasive,,,
160879735,2702084,LI,present,introduced,,,,
160879738,2728060,LI,present,introduced,,,,
160879740,5289698,LI,present,introduced,,,,
160879741,2705162,LI,present,introduced,,,,
160879742,2705503,LI,present,introduced,,,,
160879743,2703723,LI,present,introduced,,,,
160879747,2880539,LI,present,introduced,,,,
160879750,5352251,LI,present,introduced,invasive,,,
160879756,3039194,LI,present,introduced,,,,
9823072,8156718,LI,present,introduced,,,,
5598598,5599230,LI,present,introduced,,,,
160879770,3034825,LI,present,introduced,invasive,,,
160879773,2891770,LI,present,introduced,invasive,,,
160879774,2891782,LI,present,introduced,invasive,,,
7095758,6427720,LI,present,introduced,,,,
160879779,3188924,LI,present,introduced,,,,
160879780,3188894,LI,present,introduced,,,,
160879783,5372829,LI,present,introduced,,,,
160879784,3040227,LI,present,introduced,,,,
160879786,3189525,LI,present,introduced,,,,
160879788,3067119,LI,present,introduced,,,,
3797084,5341813,LI,present,introduced,,,,
160879793,5341754,LI,present,introduced,,,,
160879794,2928835,LI,present,introduced,,,,
160879795,2928751,LI,present,introduced,,,,
160879798,5365305,LI,present,introduced,,,,
160879799,2995149,LI,present,introduced,,,,
160879800,3025617,LI,present,introduced,,,,
160879803,2928226,LI,present,introduced,,,,
160879805,7294722,LI,present,introduced,,,,
160879808,3172100,LI,present,introduced,invasive,,,
160879809,3172104,LI,present,introduced,,,,
160879810,3172077,LI,present,introduced,,,,
160879812,3170823,LI,present,introduced,,,,
160879814,3173338,LI,present,introduced,invasive,,,
7473187,3050070,LI,present,introduced,,,,
5377060,5377061,LI,present,introduced,,,,
160879821,3046736,LI,present,introduced,,,,
160879822,3047621,LI,present,introduced,,,,
5376961,3052311,LI,present,introduced,,,,
160879825,5376648,LI,present,introduced,,,,
160879826,5377064,LI,present,introduced,,,,
160879827,5376565,LI,present,introduced,,,,
160879828,5376616,LI,present,introduced,,,,
160879829,3042291,LI,present,introduced,,,,
160879830,3050364,LI,present,introduced,invasive,,,
11162940,5362018,LI,present,introduced,,,,
160879836,5567694,LI,present,introduced,,,,
7223475,6065079,LI,present,introduced,,,,
8298495,3132590,LI,present,introduced,,,,
3117449,6298108,LI,present,introduced,,,,
3146632,4219540,LI,present,introduced,,,,
3117449,4219549,LI,present,introduced,,,,
3146791,5404801,LI,present,introduced,,,,
160879851,5389017,LI,present,introduced,invasive,,,
160879852,5389029,LI,present,introduced,invasive,,,
160879853,3145214,LI,present,introduced,,,,
160879854,3109086,LI,present,introduced,invasive,,,
3151618,5406425,LI,present,introduced,,,,
3151558,5406382,LI,present,introduced,,,,
3151474,5406332,LI,present,introduced,,,,
9202318,5406285,LI,present,introduced,,,,
160879863,3114229,LI,present,introduced,,,,
160879864,3114225,LI,present,introduced,,,,
160879865,3103791,LI,present,introduced,,,,
160879866,3132570,LI,present,introduced,,,,
160879867,3119175,LI,present,introduced,invasive,,,
160879868,3117449,LI,present,introduced,invasive,,,
160879869,3138327,LI,present,introduced,,,,
160879870,8002952,LI,present,introduced,invasive,,,
160879871,3120790,LI,present,introduced,invasive,,,
160879874,4259350,LI,present,introduced,,,,
160879875,3152520,LI,present,introduced,,,,
8848208,5334448,LI,present,introduced,,,,
2889173,5334357,LI,present,introduced,invasive,,,
5334351,5334436,LI,present,introduced,,,,
160879885,5384390,LI,present,introduced,,,,
160879886,9080185,LI,present,introduced,,,,
160879889,3190538,LI,present,introduced,invasive,,,
160879891,3190653,LI,present,introduced,invasive,,,
