taxonKey,nubKey,taxonID,scientificName,acceptedKey,accepted,kingdom,taxonRank
163315848,2706236,176444,Lolium remotum Schrank,,,Plantae,species
163315849,2706242,176445,Lolium temulentum L.,,,Plantae,species
163315851,5290177,176402,Lagurus ovatus L.,,,Plantae,species
163315852,2359079,176387,"Ictiobus niger (Rafinesque, 1819)",,,Animalia,species
163315853,5289764,176337,Gastridium ventricosum (Gouan) Schinz & Thell.,,,Plantae,species
163315854,5290242,176338,Gaudinia fragilis (L.) P.Beauv.,,,Plantae,species
163315855,2359075,176385,"Ictiobus bubalus (Rafinesque, 1818)",,,Animalia,species
163315856,7886346,176375,Hordeum murinum L.,,,Plantae,species
163315857,2359081,176386,"Ictiobus cyprinellus (Valenciennes, 1844)",,,Animalia,species
163315858,2705400,176282,Eragrostis pilosa (L.) P.Beauv.,,,Plantae,species
163315859,2705449,176281,Eragrostis minor Host,,,Plantae,species
163315861,2705369,176280,Eragrostis cilianensis (All.) Vignolo ex Janch.,,,Plantae,species
163315862,5289972,176248,Digitaria sanguinalis (L.) Scop.,,,Plantae,species
163315864,5289998,176247,Digitaria ciliaris (Retz.) Koeler,,,Plantae,species
163315866,2704854,176240,Dasypyrum villosum (L.) Borbás,,,Plantae,species
163315867,2705953,176272,Eleusine indica (L.) Gaertn.,,,Plantae,species
163315869,2705955,176273,Eleusine tristachya (Lam.) Lam.,,,Plantae,species
163315871,2702808,176263,Echinochloa crus-galli (L.) P.Beauv.,,,Plantae,species
163315872,6109637,176238,Cynodon dactylon (L.) Pers.,,,Plantae,species
163315873,2362868,176598,"Pseudorasbora parva (Temminck & Schlegel, 1846)",,,Animalia,species
163315874,2705228,176162,Catapodium rigidum (L.) C.E.Hubb.,,,Plantae,species
163315875,2362110,176483,"Mylopharyngodon piceus (Richardson, 1846)",,,Animalia,species
163315876,2703705,176126,Bromus arvensis L.,,,Plantae,species
163315877,2703647,176130,Bromus sterilis L.,,,Plantae,species
163315878,2362486,176381,"Hypophthalmichthys nobilis (Richardson, 1845)",,,Animalia,species
163315879,2703700,176129,Bromus squarrosus L.,,,Plantae,species
163315880,2362473,176380,"Hypophthalmichthys molitrix (Valenciennes, 1844)",,,Animalia,species
163315881,2703717,176128,Bromus secalinus L.,,,Plantae,species
163315882,2362030,176230,"Ctenopharyngodon idella (Valenciennes, 1844)",,,Animalia,species
163315883,2703720,176127,Bromus scoparius L.,,,Plantae,species
163315884,2705290,176097,Avena sativa L.,,,Plantae,species
163315886,2705297,176096,Avena fatua L.,,,Plantae,species
163315887,2705300,176095,Avena barbata Pott ex Link,,,Plantae,species
163315889,5290063,176104,Beckmannia eruciformis (L.) Host,,,Plantae,species
163315890,5202793,176205,"Clarias gariepinus (Burchell, 1822)",,,Animalia,species
163315891,2705286,176098,Avena sterilis L.,,,Plantae,species
163315892,5289783,176017,Aegilops cylindrica Host,,,Plantae,species
163315895,5202520,176384,"Ictalurus punctatus (Rafinesque, 1818)",,,Animalia,species
163315897,2340989,176043,"Ameiurus nebulosus (Lesueur, 1819)",,,Animalia,species
163315898,2873769,176009,Acorus calamus L.,,,Plantae,species
163315903,5212833,176577,"Polyodon spathula (Walbaum, 1792)",,,Animalia,species
163315905,5421116,176721,Tribulus terrestris L.,,,Plantae,species
163315907,3189902,176778,Zygophyllum fabago L.,,,Plantae,species
163315908,4287131,176008,"Acipenser baerii Brandt, 1869",,,Animalia,species
163315917,5372392,176769,Vitis vinifera L.,,,Plantae,species
163315918,6467647,176046,"Amphibalanus improvisus (Darwin, 1854)",,,Animalia,species
163315919,3039194,176530,Parthenocissus quinquefolia (L.) Planch.,,,Plantae,species
163315925,2891677,176516,Oxalis dillenii Jacq.,,,Plantae,species
163315926,2227663,176619,"Rhithropanopeus harrisii (Gould, 1841)",,,Animalia,species
163315927,9823072,176517,Oxalis stricta L.,,,Plantae,species
163315929,8427624,176515,Oxalis corniculata L.,,,Plantae,species
163315930,2224970,176519,"Palaemon macrodactylus M.J.Rathbun, 1902",,,Animalia,species
163315934,2225646,176143,"Callinectes sapidus Rathbun, 1896",,,Animalia,species
163315935,3054368,176394,Juglans regia L.,,,Plantae,species
163315942,2891782,176389,Impatiens parviflora DC.,,,Plantae,species
163315944,2891770,176388,Impatiens glandulifera Royle,,,Plantae,species
163315945,4543791,176550,"Phyllocoptes azaleae Nalepa, 1904",,,Animalia,species
163315948,4543905,176012,"Aculops allotrichus (Nalepa, 1894)",,,Animalia,species
163315949,4544517,176006,"Aceria tristriata (Nalepa, 1890)",,,Animalia,species
163315951,2128502,176005,"Aceria erinea (Nalepa, 1891)",,,Animalia,species
163315953,2890122,176345,Geranium pyrenaicum Burm.f.,,,Plantae,species
163315955,2890212,176344,Geranium pusillum L.,,,Plantae,species
163315957,2890541,176343,Geranium purpureum Vill.,,,Plantae,species
163315959,2891488,176342,Geranium molle L.,,,Plantae,species
163315960,1420954,176712,"Thrips simplex (Morison, 1930)",,,Animalia,species
163315961,2891031,176346,Geranium rotundifolium L.,,,Plantae,species
163315963,2890040,176340,Geranium dissectum L.,,,Plantae,species
163315965,2890013,176341,Geranium divaricatum Ehrh.,,,Plantae,species
163315967,2890603,176339,Geranium columbinum L.,,,Plantae,species
163315974,2888722,176642,Sambucus ebulus L.,,,Plantae,species
163315975,1417654,176434,"Leptopsylla segnis (Schönherr, 1811)",,,Animalia,species
163315978,2888789,176739,Valerianella dentata (L.) Pollich,,,Plantae,species
163315979,2888778,176740,Valerianella locusta (L.) Laterr.,,,Plantae,species
163315981,4095539,176741,Valerianella rimosa Bastard,,,Plantae,species
163315982,5041422,176650,"Sceliphron curvatum (F.Smith, 1870)",,,Animalia,species
163315983,7298858,176738,Valerianella coronata (L.) DC.,,,Plantae,species
163315986,1370978,176465,"Megastigmus wachtli Seitner, 1916",,,Animalia,species
163315989,8435025,176253,Dipsacus fullonum L.,,,Plantae,species
163315990,2888814,176254,Dipsacus laciniatus L.,,,Plantae,species
163315991,1316908,176439,"Linepithema humile (Mayr, 1868)",,,Animalia,species
