taxonKey,nubKey,taxonID,scientificName,acceptedKey,accepted,kingdom,taxonRank
148693692,5404801,20616,Conyza canadensis (L.) Cronq.,201365415,Erigeron canadensis L.,Plantae,
148693694,8026099,20653,"Ectopsocus meridionalis Ribaga, 1904",,,Animalia,
148693696,1031400,20652,"Ectopsocus briggsi McLachlan, 1899",,,Animalia,
148693697,5404795,20615,Conyza bonariensis (L.) Cronq.,201365405,Erigeron bonariensis L.,Plantae,
148693700,4236602,21012,Symphyotrichum subulatum var. squamatum (Spreng.) S.D.Sundb.,,,Plantae,
148693701,1557461,21068,"Zaprionus ghesquierei Collart, 1937",,,Animalia,
148693702,5394163,21020,Taraxacum officinale F.H.Wigg.,,,Plantae,
148693703,3118430,21019,Tanacetum parthenium Sch.Bip.,,,Plantae,
148693704,1557426,21069,"Zaprionus tuberculatus Malloch, 1932",,,Animalia,
148693705,3118284,21018,Tanacetum cinerariifolium Sch.Bip.,,,Plantae,
148693706,3118254,21017,Tanacetum balsamita L.,,,Plantae,
148693707,3118254,21016,Tanacetum balsamita L.,,,Plantae,
148693709,3088481,21015,Tagetes minuta L.,,,Plantae,
148693710,1589999,21032,"Trachyopella straminea Rohacek & Marshall, 1985",,,Animalia,
148693711,3142208,20937,Rhaponticum repens (L.) Hidalgo,,,Plantae,
148693712,3142214,20472,Acroptilon repens (L.) DC.,148693711,Rhaponticum repens (L.) Hidalgo,Plantae,
148693714,1553410,20770,"Liriomyza huidobrensis Blanchard, 1926",,,Animalia,
148693715,6084524,20962,Scorzonera hispanica subsp. coronopifolia (Desf.) Rouy,,,Plantae,
148693716,1553384,20771,"Liriomyza trifolii Burgess, 1880",,,Animalia,
148693717,7993840,20963,Scorzonera laciniata Jacq.,,,Plantae,
148693719,3134857,20743,Lapsana communis L.,,,Plantae,
148693720,1548900,20649,"Dohrniphora cornuta (Bigot, 1857)",,,Animalia,
148693721,3119175,20702,Helianthus tuberosus L.,,,Plantae,
148693723,5391845,20536,Bidens pilosa L.,,,Plantae,
148693724,5082263,20614,"Contarinia citri Barnes, 1944",,,Animalia,
148693725,5406509,20527,Aster squamatus Hieron.,,,Plantae,
148693727,3120677,20520,Artemisia arborescens L.,,,Plantae,
148693729,1421105,21025,"Thermobia domestica (Packard, 1873)",,,Animalia,
148693730,9221087,20470,Achillea millefolium Ledeb.,,,Plantae,
148693731,6098843,20625,"Ctenolepisma longicaudata Escherich, 1905",,,Animalia,
148693736,5151589,20538,"Blatta orientalis Linnaeus, 1758",,,Animalia,
148693737,3172622,20970,Sesamum indicum L.,,,Plantae,
148693741,5152566,20890,"Ploiaria chilensis (Philippi, 1862)",,,Animalia,
148693742,5415100,20906,Proboscidea louisianica,,,Plantae,
148693745,7335194,20813,Myoporum tenuifolium G.Forst.,,,Plantae,
148693746,2010931,21021,"Taylorilygus apicalis (Fieber, 1861)",,,Animalia,
148693749,2009189,20818,"Nesidiocoris tenuis (Reuter, 1895)",,,Animalia,
148693751,2925430,20768,Lippia canescens Kunth,201365463,Phyla nodiflora (L.) Greene,Plantae,
148693752,2096154,20875,"Phenacoccus solenopsis Tinsley, 1898",,,Animalia,
148693753,5164206,20888,"Planococcus citri (Risso, 1813)",,,Animalia,
148693754,2925303,20741,Lantana camara L.,,,Plantae,
148693755,2094191,20777,"Maconellicoccus hirsutus (Green, 1908)",,,Animalia,
148693758,7325877,20685,Fraxinus angustifolia Vahl,,,Plantae,
148693759,2080592,20723,"Icerya purchasi Maskell, 1879",,,Animalia,
148693762,2927235,21000,Stachys annua L.,,,Plantae,
148693763,8284789,20952,"Saissetia persimilis (Newstead, 1917)",,,Animalia,
148693764,2927030,20954,Salvia aethiopis L.,,,Plantae,
148693765,8255921,20927,"Pulvinaria floccifera (Westwood, 1870)",,,Animalia,
148693766,2927305,20748,Lavandula angustifolia Mill.,,,Plantae,
148693767,2926894,20531,Ballota nigra L.,,,Plantae,
148693769,5712981,20610,"Coccus hesperidum Linnaeus, 1758",,,Animalia,
148693770,8200663,20633,"Cymbalaria muralis G.Gaertn., B.Mey. & Schreb.",,,Plantae,
148693771,2092472,20590,"Ceroplastes floridensis Comstock, 1881",,,Animalia,
148693772,3172001,20500,Antirrhinum majus L.,,,Plantae,
148693775,2012147,20847,"Parabemisia myricae (Kuwana, 1927)",,,Animalia,
148693776,3173105,20732,Justicia adhatoda L.,,,Plantae,
148693777,2012142,20644,"Dialeurodes kirkaldyi (Kotinsky, 1907)",,,Animalia,
148693778,5415455,20468,Acanthus mollis L.,,,Plantae,
148693780,2012126,20535,"Bemisia tabaci (Gennadius, 1889)",,,Animalia,
148693784,8416592,20854,"Parlatoria ziziphi (Lucas, 1853)",,,Animalia,
148693785,2979128,20461,Acacia karroo Hayne,201365389,Vachellia karroo (Hayne) Banfi & Galasso,Plantae,
148693786,5162255,20853,"Parlatoria pergandii Comstock, 1881",,,Animalia,
148693788,2089006,20752,"Lepidosaphes beckii (Newman, 1869)",,,Animalia,
148693789,2979257,20460,Acacia farnesiana (L.) Willd.,201365396,Vachellia farnesiana (L.) Wight & Arn.,Plantae,
148693790,2975416,21051,Vicia monantha Retz.,,,Plantae,
148693791,2083914,20705,"Hemiberlesia palmae (Cockerell, 1893)",,,Animalia,
148693792,2083970,20704,"Hemiberlesia lataniae (Signoret, 1869)",,,Animalia,
148693793,5161787,20526,"Aspidiotus nerii Bouch̩, 1833",,,Animalia,
148693794,2974832,21050,Vicia faba L.,,,Plantae,
148693795,8194699,20501,"Aonidiella citrina (Coquillett, 1891)",,,Animalia,
148693796,2975014,21053,Vicia sativa L.,,,Plantae,
148693798,2974811,21052,Vicia pannonica Crantz,,,Plantae,
148693799,2069572,20941,"Rhopalosiphum maidis (Fitch, 1856)",,,Animalia,
148693800,5360475,21037,Trigonella foenum-graecum L.,,,Plantae,
148693801,2077967,20920,"Pterochloroides persicae (Cholodkovsky, 1899)",,,Animalia,
148693802,2974876,21049,Vicia assyriaca Boiss.,,,Plantae,
148693803,5360384,21036,Trigonella balansae Boiss. & Reut.,,,Plantae,
148693804,2074978,20780,"Macrosiphoniella sanborni (Gillette, 1908)",,,Animalia,
148693805,2074970,20779,Macrosiphoniella aktaschica,,,Animalia,
148693806,5358748,21035,Trifolium repens L.,,,Plantae,
148693807,2076179,20814,"Myzus persicae (Sulzer, 1776)",,,Animalia,
148693808,5359429,21034,Trifolium dubium Sibth.,,,Plantae,
148693809,5352512,21030,Tipuana tipu (Benth.) Kuntze,,,Plantae,
148693810,2075983,20668,"Eriosoma lanigerum (Hausemann, 1802)",,,Animalia,
148693812,2072474,20506,"Aphis illinoisensis Shimer, 1866",,,Animalia,
148693813,4485136,20504,"Aphis aurantii Fonscolombe, 1841",,,Animalia,
148693814,2957938,20967,Senna artemisioides (Gaudich. ex DC.) Isely,201365387,Cassia artemisioides DC.,Plantae,
148693815,9083295,20505,"Aphis gossypii Glover, 1877",,,Animalia,
148693816,5352251,20947,Robinia pseudoacacia L.,,,Plantae,
148693819,5347845,20887,Pisum sativum L.,,,Plantae,
148693820,1395998,20990,"Spalangia cameroni Perkins, 1910",,,Animalia,
148693821,2977234,20832,Ononis natrix L.,,,Plantae,
148693822,5357217,20852,Parkinsonia aculeata L.,,,Plantae,
148693824,1374888,20800,"Metaphycus anneckei Guerrieri & Noyes, 2000",,,Animalia,
148693825,8316569,20789,Medicago sativa subsp. varia (Martyn) Arcang.,,,Plantae,
148693826,1375042,20801,"Metaphycus flavus (Howard, 1881)",,,Animalia,
148693827,9151957,20788,Medicago sativa L.,,,Plantae,
148693828,1375386,20802,"Metaphycus helvolus (Compere, 1926)",,,Animalia,
148693829,2965331,20790,Medicago varia Martyn,148693827,Medicago sativa L.,Plantae,
148693830,1375185,20803,"Metaphycus lounsburyi (Howard, 1898)",,,Animalia,
148693831,5356488,20747,Lathyrus sativus L.,,,Plantae,
148693832,1379261,20756,"Leptomastix dactylopii Howard, 1885",,,Animalia,
148693833,5356441,20745,Lathyrus ochrus DC.,,,Plantae,
148693834,5356514,20746,Lathyrus odoratus L.,,,Plantae,
148693835,1378607,20617,"Copidosoma koehleri Blanchard, 1940",,,Animalia,
148693836,5356517,20744,Lathyrus latifolius L.,,,Plantae,
148693837,1376477,20609,"Coccidoxenoides perminutus Girault, 1915",,,Animalia,
148693838,2959443,20692,Gleditsia triacanthos L.,,,Plantae,
148693839,1377352,20611,"Comperiella bifasciata Howard, 1906",,,Animalia,
