taxonKey,nubKey,taxonID,scientificName,acceptedKey,accepted,kingdom,taxonRank
160884066,1748922,86904,"Parectopa robiniella Clemens, 1863",,,Animalia,species
160884067,7931731,86954,Prunus domestica L.,,,Plantae,species
160884068,1750166,86923,"Phyllonorycter issikii (Kumata, 1963)",,,Animalia,species
160884069,3022502,86955,Prunus dulcis (Mill.) D.A.Webb,,,Plantae,species
160884070,1749936,86924,"Phyllonorycter platani (Staudinger, 1870)",,,Animalia,species
160884071,3003979,86985,Rosa rugosa Thunb.,,,Plantae,species
160884072,1749886,86925,"Phyllonorycter robiniella (Clemens, 1859)",,,Animalia,species
160884073,,86986,Rosa xalba L.,,,Plantae,species
160884074,3006902,86984,Rosa foetida Herrm.,,,Plantae,species
160884075,1749449,86618,"Cameraria ohridella Deschka & Dimic, 1986",,,Animalia,species
160884076,3031774,86848,Mespilus germanica L.,,,Plantae,species
160884078,3029912,86745,Fragaria ananassa (Weston) Duchesne ex Rozier,,,Plantae,species
160884079,1830284,86558,"Argyresthia thuiella (Packard, 1871)",,,Animalia,species
160884080,5362215,86677,Cydonia oblonga Mill.,,,Plantae,species
160884085,1398629,87092,"Uscana johnstoni (Waterston, 1926)",,,Animalia,species
160884086,2984537,86776,Humulus scandens (Lour.) Merr.,201309978,Humulopsis scandens (Lour.) Grudz.,Plantae,species
160884088,2984481,86631,Celtis occidentalis L.,,,Plantae,species
160884089,5041422,87011,"Sceliphron curvatum (F.Smith, 1870)",,,Animalia,species
160884090,2984492,86630,Celtis australis L.,,,Plantae,species
160884091,5041466,87010,"Sceliphron caementarium (Drury, 1773)",,,Animalia,species
160884092,5361880,86620,Cannabis sativa L.,,,Plantae,species
160884095,4491358,86867,"Nematus tibialis Newman, 1837",,,Animalia,species
160884096,5361889,86858,Morus alba L.,,,Plantae,species
160884098,5361888,86859,Morus nigra L.,,,Plantae,species
160884099,1371011,86841,"Megastigmus spermotrophus Wachtl, 1893",,,Animalia,species
160884100,2984580,86826,Maclura pomifera (Raf.) C.K.Schneid.,,,Plantae,species
160884102,1316805,87070,"Tapinoma melanocephalum (Fabricius, 1793)",,,Animalia,species
160884103,5361909,86742,Ficus carica L.,,,Plantae,species
160884104,1320788,86934,"Plagiolepis obscuriscapa Santschi, 1923",,,Animalia,species
160884105,5361944,86601,Broussonetia papyrifera Vent.,,,Plantae,species
160884106,1314773,86857,"Monomorium pharaonis (Linnaeus, 1758)",,,Animalia,species
160884108,1326634,86783,"Hypoponera punctatissima (Roger, 1859)",,,Animalia,species
160884110,7358948,86809,"Lasius neglectus van Loon, Boomsma & AndrÃ¡sfalvy, 1990",,,Animalia,species
160884111,2928226,86918,Phacelia tanacetifolia Benth.,,,Plantae,species
160884114,1370716,86604,"Bruchophagus sophorae Crosby & Crosby, 1929",,,Animalia,species
160884115,2925786,86765,Heliotropium curassavicum L.,,,Plantae,species
160884118,8599762,86554,"Aproceros leucopoda Takeuchi, 1939",,,Animalia,species
160884119,2926042,86875,Nonea lutea DC.,,,Plantae,species
160884121,2926110,86592,Borago officinalis L.,,,Plantae,species
160884122,1365418,86714,"Encarsia formosa Gahan, 1924",,,Animalia,species
160884124,1364719,86552,"Aphytis mytilaspidis (Le Baron, 1870)",,,Animalia,species
160884127,2917001,86569,Asperula orientalis Boiss. & Hohen.,,,Plantae,species
160884130,1595831,86877,"Obolodiplosis robiniae (Haldeman, 1847)",,,Animalia,species
160884131,3169708,87104,Vinca major L.,,,Plantae,species
160884132,3170247,86568,Asclepias syriaca L.,,,Plantae,species
160884135,1651430,86509,"Aedes albopictus Skuse, 1894",,,Animalia,species
160884138,2873994,86560,Aristolochia macrophylla Lam.,,,Plantae,species
160884141,7995627,87086,"Trioza neglecta Loginova, 1978",,,Animalia,species
160884144,3040255,86972,Reseda odorata L.,,,Plantae,species
160884145,8255921,86964,"Pulvinaria floccifera (Westwood, 1870)",,,Animalia,species
160884146,3040254,86971,Reseda alba L.,,,Plantae,species
160884147,2090576,86908,"Parthenolecanium fletcheri (Cockerell, 1893)",,,Animalia,species
160884150,3046744,87036,Sisymbrium volgense M.Bieb. ex E.Fourn.,,,Plantae,species
160884151,2079037,86937,"Podisus maculiventris (Say, 1832)",,,Animalia,species
160884152,3046913,87034,Sisymbrium austriacum Jacq.,,,Plantae,species
160884154,3046851,87035,Sisymbrium irio L.,,,Plantae,species
160884155,3047621,87033,Sinapis alba L.,,,Plantae,species
160884156,2071528,87075,"Tinocallis saltans (Nevsky, 1929)",,,Animalia,species
160884157,7678610,86969,Raphanus sativus L.,,,Plantae,species
160884158,5159101,86864,"Myzocallis walshii (Monell, 1879)",,,Animalia,species
160884159,3040983,86968,Raphanus raphanistrum L.,,,Plantae,species
160884161,5377395,86835,Matthiola longipetala DC.,,,Plantae,species
160884162,5156102,86816,"Leptoglossus occidentalis Heidemann, 1910",,,Animalia,species
160884163,5373324,86821,Lunaria annua L.,,,Plantae,species
160884165,5373358,86819,Lobularia maritima (L.) Desv.,,,Plantae,species
160884166,2068870,86849,"Metcalfa pruinosa (Say, 1830)",,,Animalia,species
160884167,5376648,86814,Lepidium virginicum L.,,,Plantae,species
