taxonKey,taxonID,scientificName,taxonomicStatus,acceptedKey,acceptedName,acceptedTaxonRank,acceptedKingdom
163302625,166259,Digitaria sanguinalis (L.) Scop.,ACCEPTED,5289972,Digitaria sanguinalis (L.) Scop.,SPECIES,Plantae
163302626,166234,"Cryptolestes testaceus (Stephens, 1831)",SYNONYM,4989835,"Cryptolestes ferrugineus (Stephens, 1831)",SPECIES,Animalia
163302627,166274,Elymus dahuricus Griseb.,ACCEPTED,5290313,Elymus dahuricus Turcz. ex Griseb.,SPECIES,Plantae
163302628,166235,"Cryptolestes turcicus (Grouvelle, 1876)",ACCEPTED,4989853,"Cryptolestes turcicus (Grouvelle, 1876)",SPECIES,Animalia
163302629,166275,Elymus sibiricus L.,ACCEPTED,5290323,Elymus sibiricus L.,SPECIES,Plantae
163302630,166233,"Cryptolestes ferrugineus (Stephens, 1831)",ACCEPTED,4989835,"Cryptolestes ferrugineus (Stephens, 1831)",SPECIES,Animalia
163302632,166355,Hordeum secalinum Schreb.,ACCEPTED,2706068,Hordeum secalinum Schreb.,SPECIES,Plantae
163302633,166352,Hordeum distichon L.,ACCEPTED,8332019,Hordeum distichon L.,SPECIES,Plantae
163302634,166162,"Carpophilus hemipterus (Linnaeus, 1758)",ACCEPTED,1044111,"Carpophilus hemipterus (Linnaeus, 1758)",SPECIES,Animalia
163302636,166356,Hordeum turkestanicum R.E.Regel,HETEROTYPIC_SYNONYM,8332019,Hordeum distichon L.,SPECIES,Plantae
163302637,166158,"Carcinops pumilio (Erichson, 1834)",ACCEPTED,1044673,"Carcinops pumilio (Erichson, 1834)",SPECIES,Animalia
163302638,166353,Hordeum jubatum L.,ACCEPTED,2706052,Hordeum jubatum L.,SPECIES,Plantae
163302639,166357,Hordeum vulgare L.,ACCEPTED,2706056,Hordeum vulgare L.,SPECIES,Plantae
163302641,166411,Lolium multiflorum Lam.,ACCEPTED,4129708,Lolium multiflorum Lam.,SPECIES,Plantae
163302642,166535,"Perigona nigriceps (Dejean, 1831)",ACCEPTED,9716265,"Perigona nigriceps (Dejean, 1831)",SPECIES,Animalia
163302643,166545,Phalaris canariensis L.,ACCEPTED,5289744,Phalaris canariensis L.,SPECIES,Plantae
163302644,166492,"Ocys quinquestriatus (Gyllenhal, 1810)",ACCEPTED,5756814,"Ocys quinquestriatus (Gyllenhal, 1810)",SPECIES,Animalia
163302645,166525,Panicum miliaceum subsp. miliaceum,ACCEPTED,6449041,Panicum miliaceum subsp. miliaceum,SUBSPECIES,Plantae
163302646,166379,"Laemostenus terricola (Herbst, 1784)",ACCEPTED,5755175,"Laemostenus terricola (Herbst, 1784)",SPECIES,Animalia
163302647,166241,"Cylindera arenaria (Fuesslin, 1775)",ACCEPTED,8324031,"Cylindera arenaria (Fuessli, 1775)",SPECIES,Animalia
163302648,166524,Panicum dichotomiflorum Michx.,ACCEPTED,2705144,Panicum dichotomiflorum Michx.,SPECIES,Plantae
163302649,166523,Panicum capillare L.,ACCEPTED,2705162,Panicum capillare L.,SPECIES,Plantae
163302650,166098,"Asaphidion austriacum Schweiger, 1975",ACCEPTED,4478683,"Asaphidion austriacum Schweiger, 1975",SPECIES,Animalia
163302651,166546,Phalaris paradoxa L.,ACCEPTED,5289758,Phalaris paradoxa L.,SPECIES,Plantae
163302653,166548,Phleum paniculatum Huds.,ACCEPTED,2706002,Phleum paniculatum Huds.,SPECIES,Plantae
163302654,166115,"Aulonothroscus brevicollis (Bonvouloir, 1859)",ACCEPTED,4430847,"Aulonothroscus brevicollis (Bonvouloir, 1859)",SPECIES,Animalia
163302655,166568,Polypogon monspeliensis Desf.,ACCEPTED,5289917,Polypogon monspeliensis (L.) Desf.,SPECIES,Plantae
163302657,166752,Trisetum flavescens (L.) P.Beauv.,ACCEPTED,2704389,Trisetum flavescens (L.) P.Beauv.,SPECIES,Plantae
163302658,166330,"Gonotropis dorsalis (Thunberg, 1796)",ACCEPTED,9778765,"Gonotropis dorsalis (Thunberg, 1796)",SPECIES,Animalia
163302660,166081,"Araecerus fasciculatus (DeGeer & C., 1775)",ACCEPTED,1166198,"Araecerus fasciculatus (C.DeGeer, 1775)",SPECIES,Animalia
163302666,166083,"Aridius nodifer (Westwood, 1839)",ACCEPTED,6989094,"Aridius nodifer (Westwood, 1839)",SPECIES,Animalia
163302667,166714,Swida alba (L.) Opiz,SYNONYM,8365953,Cornus alba L.,SPECIES,Plantae
163302668,166389,"Latridius minutus (Linnaeus, 1767)",ACCEPTED,4451244,"Latridius minutus (Linnaeus, 1767)",SPECIES,Animalia
163302670,166256,"Dienerella filum (AubÃ©, 1850)",ACCEPTED,6097714,"Dienerella filum (Aubé, 1850)",SPECIES,Animalia
163302671,166715,Swida sericea (L.) Holub,SYNONYM,3082244,Cornus sericea L.,SPECIES,Plantae
163302672,166164,"Cartodere constricta (Gyllenhal, 1827)",ACCEPTED,1044381,"Cartodere constricta (Gyllenhal, 1827)",SPECIES,Animalia
163302677,166069,"Anthelephila pedestris (Rossi, 1790)",ACCEPTED,4458245,"Anthelephila pedestris (Rossi, 1790)",SPECIES,Animalia
163302678,166728,Thesium arvense HorvÃ¡tovszky,PROPARTE_SYNONYM,7460783,Thesium ramosum Hayne,SPECIES,Plantae
163302681,166754,"Trogoderma glabrum (Herbst, 1783)",ACCEPTED,1095973,"Trogoderma glabrum (Herbst, 1783)",SPECIES,Animalia
163302682,166753,"Trogoderma angustum (Solier, 1849)",ACCEPTED,1095984,"Trogoderma angustum (Solier, 1849)",SPECIES,Animalia
163302684,166756,"Trogoderma versicolor (Creutzer, 1799)",ACCEPTED,1095976,"Trogoderma versicolor (Creutzer, 1799)",SPECIES,Animalia
163302686,166755,"Trogoderma variabile Ballion, 1878",ACCEPTED,1095971,"Trogoderma variabile Ballion, 1878",SPECIES,Animalia
163302687,166516,Oxalis stricta L.,ACCEPTED,9823072,Oxalis stricta L.,SPECIES,Plantae
163302688,166602,"Reesa vespulae (Milliron, 1939)",ACCEPTED,1095946,"Reesa vespulae (Milliron, 1939)",SPECIES,Animalia
163302689,166515,Oxalis dillenii Jacq.,ACCEPTED,2891677,Oxalis dillenii Jacq.,SPECIES,Plantae
163302690,166112,"Attagenus pellio (Linnaeus, 1758)",ACCEPTED,1095953,"Attagenus pellio (Linnaeus, 1758)",SPECIES,Animalia
163302691,166514,Oxalis corniculata L.,ACCEPTED,8427624,Oxalis corniculata L.,SPECIES,Plantae
163302692,166114,"Attagenus unicolor (Brahm, 1791)",ACCEPTED,1095958,"Attagenus unicolor (Brahm, 1790)",SPECIES,Animalia
163302694,166113,"Attagenus smirnovi Zhantiev, 1973",ACCEPTED,4427466,"Attagenus smirnovi Zhantiev, 1973",SPECIES,Animalia
163302696,166073,"Anthrenus caucasicus Reitter, 1881",ACCEPTED,4427286,"Anthrenus caucasicus Reitter, 1881",SPECIES,Animalia
163302698,166074,"Anthrenus olgae Kalik, 1946",ACCEPTED,4427298,"Anthrenus olgae Kalik, 1946",SPECIES,Animalia
163302699,166529,Parthenocissus inserta (A.Kerner) Fritsch,ACCEPTED,3039203,Parthenocissus inserta (A.Kern.) Fritsch,SPECIES,Plantae
163302701,166530,Parthenocissus quinquefolia (L.) Planch.,ACCEPTED,3039194,Parthenocissus quinquefolia (L.) Planch.,SPECIES,Plantae
163302704,166796,"Zophobas morio (Fabricius, 1776)",SYNONYM,7882289,"Zophobas atratus (Fabricius, 1775)",SPECIES,Animalia
163302706,166736,"Tribolium castaneum (Herbst, 1797)",ACCEPTED,4990338,"Tribolium castaneum (Herbst, 1797)",SPECIES,Animalia
