taxonID,taxonKey,scientificName,action,acceptedKey,accepted
32498,148742629,Epilobium glandulosum Lehm.,merged_with_accepted,148742627,Epilobium ciliatum Raf.
32496,148742630,Epilobium adenocaulon Hausskn.,merged_with_accepted,148742627,Epilobium ciliatum Raf.
32499,148742634,Epilobium komarovianum H.LÃ©v.,not_matched_with_backbone,,
32206,148742636,"Choneiulus palmatus (Nemec, 1895)",scientificName_replaced_by_backbone_name,,
31963,148742638,"Blaniulus guttulatus (Bosc, 1792)",scientificName_replaced_by_backbone_name,,
32226,148742640,Clarkia amoena A.Nelson & J.F.Macbr.,scientificName_replaced_by_backbone_name,,
32228,148742641,Clarkia whitneyi (A.Gray) A.Nelson & Macbride,merged_with_accepted,148742640,Clarkia amoena A.Nelson & J.F.Macbr.
32941,148742653,Lonicera henryi Hemsl.,merged_with_accepted,201357957,Lonicera acuminata Wall.
33227,148742657,"Oxidus gracilis (Koch & C.L., 1847)",scientificName_replaced_by_backbone_name,,
33831,148742658,Symphoricarpos ×chenaultii Rehder,merged_with_accepted,201357965,Symphoricarpos microphyllus x orbiculatus
33983,148742662,Valeriana officinalis subsp. collina (Wallr.) Nym.,merged_with_accepted,201357961,Incertae sedis
32973,148742663,"Macrosternodesmus palicola BrÃ¶lemann, 1908",not_matched_with_backbone,,
33989,148742672,Valerianella rimosa Bast.,scientificName_replaced_by_backbone_name,,
33986,148742678,Valerianella dentata Pollich,scientificName_replaced_by_backbone_name,,
33832,148742682,Symphoricarpos albus (L.) C.Koch,not_matched_with_backbone,,
33881,148742689,"Thermobia domestica (Packard, 1873)",scientificName_replaced_by_backbone_name,,
32881,148742690,"Lepisma saccharina Linnaeus, 1758",scientificName_replaced_by_backbone_name,,
32942,148742691,Lonicera involucrata Banks ex Spreng.,scientificName_replaced_by_backbone_name,,
32943,148742692,Lonicera ledebourii Eschsch.,merged_with_accepted,148742691,Lonicera involucrata Banks ex Spreng.
32811,148742695,Knautia integrifolia Bertol.,scientificName_replaced_by_backbone_name,,
32329,148742696,"Ctenocephalides felis (Bouche, 1835)",scientificName_replaced_by_backbone_name,,
32428,148742698,Dipsacus sativus (L.) Honckeny,scientificName_replaced_by_backbone_name,,
