taxonID,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source
https://www.gbif.org/species/1873079,CY,present,introduced,casual,contaminantonplants,1937/2025,"Morris HM (1937) Injurious insects of Cyprus. Agricultural Department of Cyprus, Bulletin 4 (Ent. Ser. ) 21 p. | iNaturalist (2025) https://www.inaturalist.org/observations/319550653 | Huemer P, Özden Ö, Rennwald E, Barton I, Junnilainen J, Hausmann A, van Nieukerken EJ, Hebert PDN (2026) Well-Known, Misidentified, or Unnamed? A DNA Barcode-Based Reassessment of the Lepidoptera Fauna of Cyprus Supported by Morphology. Insects 17(1): 4. https://doi.org/10.3390/insects17010004"
https://www.gbif.org/species/1873079,DK,present,introduced,,,,
https://www.gbif.org/species/1873079,EE,present,introduced,,,,
https://www.gbif.org/species/1873079,FR,present,introduced,,,2020,
https://www.gbif.org/species/1873079,DE,present,introduced,,,2019,
https://www.gbif.org/species/1873079,IE,present,introduced,,,,
https://www.gbif.org/species/1873079,NL,present,introduced,,,,
https://www.gbif.org/species/1873079,SI,present,introduced,,,,
https://www.gbif.org/species/1873079,SE,present,introduced,invasive,,,
https://www.gbif.org/species/1873253,DK,present,introduced,,,,
https://www.gbif.org/species/1873798,DK,present,introduced,,,,
https://www.gbif.org/species/1873890,AT,present,introduced,,,,
https://www.gbif.org/species/1873890,BE,present,introduced,na,na,2011/2020,"https://www.gbif.org/species/206096821: Cadra cautella in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1873890,BE,present,introduced,na,na,2016/2016,"https://www.gbif.org/species/206096821: Cadra cautella in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1873890,BG,present,introduced,,,,
https://www.gbif.org/species/1873890,DK,present,introduced,,,,
https://www.gbif.org/species/1873890,FR,present,introduced,,,2020,
https://www.gbif.org/species/1873890,DE,present,introduced,,,2019,
https://www.gbif.org/species/1873890,IE,present,introduced,,,,
https://www.gbif.org/species/1873890,NL,present,introduced,invasive,,,
https://www.gbif.org/species/1873890,PL,present,introduced,,,,
https://www.gbif.org/species/1873890,SI,present,introduced,,,,
https://www.gbif.org/species/1873890,SE,present,introduced,invasive,,,
https://www.gbif.org/species/1873903,AT,present,introduced,,,,
https://www.gbif.org/species/1873903,BY,present,introduced,,,,
https://www.gbif.org/species/1873903,BE,present,introduced,na,na,2020/2022,"https://www.gbif.org/species/206099268: Cadra figulilella in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1873903,BG,present,introduced,,,,
https://www.gbif.org/species/1873903,HR,present,introduced,,,,
https://www.gbif.org/species/1873903,CY,present,introduced,,,,
https://www.gbif.org/species/1873903,FR,present,introduced,,,2020,
https://www.gbif.org/species/1873903,DE,present,introduced,,,2019,
https://www.gbif.org/species/1873903,SI,present,introduced,,,,
https://www.gbif.org/species/1873903,SE,present,introduced,invasive,,,
https://www.gbif.org/species/1873919,AT,present,introduced,,,,
https://www.gbif.org/species/1873919,DE,present,introduced,,,2019,
https://www.gbif.org/species/1873919,IE,present,introduced,,,,
https://www.gbif.org/species/1873919,NL,present,introduced,,,,
https://www.gbif.org/species/1873919,SE,present,introduced,invasive,,,
https://www.gbif.org/species/1874925,FR,present,introduced,,,2020,
https://www.gbif.org/species/1874959,FR,present,introduced,,,2020,
https://www.gbif.org/species/1875425,GB,present,introduced,,,,
https://www.gbif.org/species/1875607,DE,present,introduced,,,2019,
https://www.gbif.org/species/1875607,SE,present,introduced,invasive,,,
https://www.gbif.org/species/1875804,DK,present,introduced,,,,
https://www.gbif.org/species/1876542,EE,present,introduced,invasive,,,
https://www.gbif.org/species/1876542,IE,present,introduced,,,,
https://www.gbif.org/species/1876542,SE,present,introduced,,,,
https://www.gbif.org/species/1876624,BE,present,introduced,na,na,2020/2020,"https://www.gbif.org/species/206096784: Elegia atrifasciella in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1876941,AT,present,introduced,,,,
https://www.gbif.org/species/1876941,DK,present,introduced,,,,
https://www.gbif.org/species/1876941,DE,present,introduced,,,2019,
https://www.gbif.org/species/1876941,SE,present,introduced,invasive,,,
https://www.gbif.org/species/1877032,AT,present,introduced,,,,
https://www.gbif.org/species/1877032,DK,present,introduced,,,,
https://www.gbif.org/species/1877032,DE,present,introduced,,,2019,
https://www.gbif.org/species/1877032,SI,present,introduced,,,,
https://www.gbif.org/species/1877032,SE,present,introduced,invasive,,,
https://www.gbif.org/species/1877941,IE,present,introduced,,,,
https://www.gbif.org/species/1878470,AT,present,introduced,,,,
https://www.gbif.org/species/1878470,BG,present,introduced,,,,
https://www.gbif.org/species/1878470,DK,present,introduced,,,,
https://www.gbif.org/species/1878470,EE,present,introduced,,,,
https://www.gbif.org/species/1878470,FR,present,introduced,,,2020,
https://www.gbif.org/species/1878470,DE,present,introduced,,,2019,
https://www.gbif.org/species/1878470,IE,present,introduced,,,,
https://www.gbif.org/species/1878470,NL,present,introduced,invasive,,,
https://www.gbif.org/species/1878470,PL,present,introduced,,,,
https://www.gbif.org/species/1878470,SI,present,introduced,,,,
https://www.gbif.org/species/1878470,SE,present,introduced,invasive,,,
https://www.gbif.org/species/1878470,GB,present,introduced,,,,
https://www.gbif.org/species/1878490,AT,present,introduced,,,,
https://www.gbif.org/species/1878490,BG,present,introduced,,,,
https://www.gbif.org/species/1878490,CY,present,introduced,,,,
https://www.gbif.org/species/1878490,DK,present,introduced,,,,
https://www.gbif.org/species/1878490,EE,present,introduced,,,,
https://www.gbif.org/species/1878490,FR,present,introduced,,,2020,
https://www.gbif.org/species/1878490,DE,present,introduced,,,2019,
https://www.gbif.org/species/1878490,IE,present,introduced,,,,
https://www.gbif.org/species/1878490,SI,present,introduced,,,,
https://www.gbif.org/species/1878490,SE,present,introduced,invasive,,,
https://www.gbif.org/species/1879078,GB,present,introduced,,,,
https://www.gbif.org/species/1879408,BE,present,introduced,na,na,2019/2023,"https://www.gbif.org/species/206110748: Hellula undalis in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1879408,BE,present,introduced,na,na,2022/2023,"https://www.gbif.org/species/206110748: Hellula undalis in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1879452,DK,present,introduced,,,,
https://www.gbif.org/species/1879452,DE,present,introduced,,,2019,
https://www.gbif.org/species/1879452,NO,present,introduced,,unaided: natural dispersal across borders of invasive alien organisms,1982,
https://www.gbif.org/species/1879452,NO,present,introduced,,transport - contaminant: parasites on plants (including species transported by host and vector),1982,
https://www.gbif.org/species/1879452,PL,present,introduced,,,,
https://www.gbif.org/species/1879452,SE,present,introduced,invasive,,,
https://www.gbif.org/species/1879452,GB,present,introduced,,,,
https://www.gbif.org/species/1879691,BE,present,introduced,na,na,2016/2023,"https://www.gbif.org/species/247431731: Eudonia angustea in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1882884,FR,present,introduced,,,2020,
https://www.gbif.org/species/1882905,BE,present,introduced,na,na,2012/2023,"https://www.gbif.org/species/206108911: Diplopseustis perieresalis in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1882905,DK,present,introduced,,,,
https://www.gbif.org/species/1882905,FR,present,introduced,invasive,,2020,
https://www.gbif.org/species/1882905,DE,present,introduced,,,2019,
https://www.gbif.org/species/1882965,CY,present,introduced,casual,foodcontaminant,2010/2023,"Lopez-Vaamonde C, Agassiz D, Augustin S, De Prins J, De Prins W, Gomboc S, Ivinskis P, Karsholt O, Koutroumpas A, Koutroumpa F, Laštůvka Z, Marabuto E, Olivella E, Przybylowicz L, Roques A, Ryrholm N, Sefrova H, Sima P, Sims I, Sinev S, Skulev B, Tomov R, Zilli A, Lees D (2010) Lepidoptera. Chapter 11. BioRisk 4: 603-668. https://doi.org/10.3897/biorisk.4.50 | iNaturalist (2025) https://www.inaturalist.org/observations/309230459 | Huemer P, Özden Ö, Rennwald E, Barton I, Junnilainen J, Hausmann A, van Nieukerken EJ, Hebert PDN (2026) Well-Known, Misidentified, or Unnamed? A DNA Barcode-Based Reassessment of the Lepidoptera Fauna of Cyprus Supported by Morphology. Insects 17(1): 4. https://doi.org/10.3390/insects17010004"
https://www.gbif.org/species/1882965,SE,present,introduced,,,,
https://www.gbif.org/species/1883124,FR,present,introduced,,,2020,
https://www.gbif.org/species/1883200,CY,present,introduced,established,contaminantnursery,1997/2024,"Barton I, Rosewarne K, John E (2013) Chilo partellus (Swinhoe, 1884)(Lepidoptera: Pyraloidea) a stem borer on Cyprus. Entomologist's Record and Journal of Variation 125: 181-185. | iNaturalist (2025) https://www.inaturalist.org/observations/291567457 | Huemer P, Özden Ö, Rennwald E, Barton I, Junnilainen J, Hausmann A, van Nieukerken EJ, Hebert PDN (2026) Well-Known, Misidentified, or Unnamed? A DNA Barcode-Based Reassessment of the Lepidoptera Fauna of Cyprus Supported by Morphology. Insects 17(1): 4. https://doi.org/10.3390/insects17010004"
https://www.gbif.org/species/1883200,CY,present,introduced,established,contaminantonplants,1997/2024,"Barton I, Rosewarne K, John E (2013) Chilo partellus (Swinhoe, 1884)(Lepidoptera: Pyraloidea) a stem borer on Cyprus. Entomologist's Record and Journal of Variation 125: 181-185. | iNaturalist (2025) https://www.inaturalist.org/observations/291567457 | Huemer P, Özden Ö, Rennwald E, Barton I, Junnilainen J, Hausmann A, van Nieukerken EJ, Hebert PDN (2026) Well-Known, Misidentified, or Unnamed? A DNA Barcode-Based Reassessment of the Lepidoptera Fauna of Cyprus Supported by Morphology. Insects 17(1): 4. https://doi.org/10.3390/insects17010004"
https://www.gbif.org/species/1883226,FR,present,introduced,,,2020,
https://www.gbif.org/species/1884103,DK,present,introduced,,,,
https://www.gbif.org/species/1884132,DK,present,introduced,,,,
https://www.gbif.org/species/1884441,SE,present,introduced,,,,
https://www.gbif.org/species/1884441,GB,present,introduced,,,,
https://www.gbif.org/species/1884479,AT,present,introduced,,,,
https://www.gbif.org/species/1885213,BE,present,introduced,na,na,2015/2023,"https://www.gbif.org/species/206102935: Sinibotys butleri in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1886251,DE,present,introduced,,,2019,
https://www.gbif.org/species/1886251,NL,present,introduced,invasive,,,
https://www.gbif.org/species/1886729,BE,present,introduced,na,na,1990/1990,"https://www.gbif.org/species/206108642: Maruca vitrata in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1886729,DK,present,introduced,,,,
https://www.gbif.org/species/1887054,DK,present,introduced,,,,
https://www.gbif.org/species/1887087,GB,present,introduced,,,,
https://www.gbif.org/species/1887576,GB,present,introduced,,,,
https://www.gbif.org/species/1889833,DE,present,introduced,,,2019,
https://www.gbif.org/species/1889905,BE,present,introduced,na,na,2020/2020,"https://www.gbif.org/species/206113425: Pseudobissetia terrestrellus in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1890065,BE,present,introduced,na,na,2023/2023,"https://www.gbif.org/species/247430597: Musotima nitidalis in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1890776,BE,present,introduced,na,na,2022/2022,"https://www.gbif.org/species/247432094: Pyrausta virginalis in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1891167,DE,present,introduced,,,2019,
https://www.gbif.org/species/1891167,IE,present,introduced,,,,
